word1,word2,freq,pct,w2_noun_rank,word1_POS,w1_adjdet_rank
all,the,81315406,0.0007284131023397382,20329,DET,595
the,world,61563770,0.0005514804500567839,11,DET,535
the,time,56081273,0.0005023689366943798,0,DET,535
the,way,49869616,0.00044672570045400055,1,DET,535
the,two,43138107,0.00038642569587531264,5270,DET,535
the,end,42578601,0.00038141371203011487,46,DET,535
which,the,39832216,0.00035681194323283034,20329,DET,6
the,door,37231705,0.0003335168952418185,58,DET,535
the,right,36203340,0.0003243049318902784,146,DET,535
the,last,36157369,0.00032389312949790444,21241,DET,535
the,case,33094367,0.0002964551457375722,17,DET,535
the,one,28806519,0.0002580451467265454,45,DET,535
the,new,28214285,0.0002527399896047686,19695,DET,535
the,whole,27553823,0.00024682365470511246,1160,DET,535
the,fact,25872427,0.00023176192241023064,49,DET,535
the,house,25549097,0.0002288655732438807,54,DET,535
the,room,24044209,0.00021538497724521048,37,DET,535
the,man,22993992,0.00020597726644684181,4,DET,535
the,day,22722394,0.00020354432598080924,8,DET,535
the,rest,22251479,0.0001993259290870113,274,DET,535
the,city,22033527,0.0001973735426907465,163,DET,535
the,past,21903545,0.00019620918040657705,458,DET,535
the,use,21455015,0.00019219130550606384,41,DET,535
the,state,21358527,0.0001913269782294029,30,DET,535
the,back,20415384,0.0001828784227541956,251,DET,535
the,old,19762228,0.00017702753407669437,12367,DET,535
the,main,19642923,0.0001759588150054935,21383,DET,535
the,top,19527763,0.0001749272263190219,380,DET,535
same,time,18959650,0.00016983814205853704,0,ADJ,6
the,U.S.,17953525,0.0001608254018086566,100,DET,535
this,time,17704298,0.00015859285792568288,0,DET,4
the,table,17553602,0.00015724294225447305,157,DET,535
the,water,17282298,0.00015481263540318365,27,DET,535
the,body,17072204,0.00015293063997512215,36,DET,535
this,book,16943124,0.00015177435769264772,68,DET,4
the,work,16191902,0.00014504500621445596,6,DET,535
the,air,16002799,0.00014335104550433235,128,DET,535
the,night,15761002,0.00014118505861979977,63,DET,535
the,idea,15618959,0.00013991265542604773,113,DET,535
the,front,15334262,0.00013736237577797198,228,DET,535
the,floor,15328247,0.00013730849417021646,317,DET,535
the,name,14778138,0.00013238068746019386,67,DET,535
the,Lord,14747392,0.000132105268688448,216,DET,535
other,hand,14557956,0.00013040832500652342,14,ADJ,0
first,time,14120042,0.0001264855468887089,0,ADJ,3
both,the,14063076,0.00012597525267966459,20329,DET,17
the,power,13794436,0.0001235688096027826,35,DET,535
the,war,13599313,0.00012182092249553708,140,DET,535
the,form,13524904,0.0001211543761029384,71,DET,535
the,car,13173190,0.00011800376666152063,208,DET,535
the,great,13171171,0.00011798568071537625,24869,DET,535
the,word,13099074,0.00011733984492579183,117,DET,535
the,truth,13090775,0.00011726550353547377,291,DET,535
the,road,13081230,0.00011718000063505374,361,DET,535
the,point,13073809,0.00011711352425747206,39,DET,535
the,child,12956765,0.00011606505893774837,97,DET,535
the,law,12824317,0.00011487860653808017,56,DET,535
the,need,12688799,0.00011366465346745445,226,DET,535
the,field,12686774,0.00011364651377407042,159,DET,535
the,book,12409416,0.00011116197595796771,68,DET,535
the,basis,12306406,0.0001102392254318003,303,DET,535
the,left,12151551,0.00010885205396563533,1644,DET,535
the,data,11896658,0.00010656875477267942,28,DET,535
the,side,11799893,0.00010570194616512102,44,DET,535
the,place,11759821,0.00010534298626720257,18,DET,535
the,story,11745258,0.00010521253275868323,182,DET,535
the,words,11630995,0.00010418897928454027,53,DET,535
the,role,11526091,0.000103249262546388,111,DET,535
the,light,11472935,0.00010277309783452552,126,DET,535
the,value,11414348,0.00010224828291290072,70,DET,535
the,wall,11400177,0.00010212134089070562,339,DET,535
the,area,11348725,0.00010166044039490555,96,DET,535
the,human,11242132,0.00010070559380878999,1772,DET,535
this,case,11110809,9.952921901655737e-05,17,DET,4
the,land,10975858,9.832034506007918e-05,199,DET,535
the,total,10915056,9.77756884491479e-05,1797,DET,535
the,men,10859607,9.72789833338634e-05,23,DET,535
the,sun,10842575,9.712641283622547e-05,611,DET,535
the,third,10786503,9.662412696588998e-05,1903,DET,535
the,New,10634402,9.526162548272729e-05,12,DET,535
the,head,10567193,9.465957577771627e-05,20,DET,535
the,group,10541388,9.442841785782743e-05,51,DET,535
the,woman,10414382,9.329071420452757e-05,74,DET,535
this,way,10321483,9.245853673505445e-05,1,DET,4
the,bed,10194643,9.132232008871842e-05,221,DET,535
the,king,10121352,9.066578859844238e-05,504,DET,535
the,earth,10111954,9.058160250539393e-05,440,DET,535
the,real,9903992,8.871870526315698e-05,2025,DET,535
other,words,9887391,8.856999560890104e-05,53,ADJ,0
the,year,9640562,8.63589327060433e-05,55,DET,535
the,term,9626922,8.623674731455779e-05,279,DET,535
the,heart,9591363,8.591821429873421e-05,88,DET,535
the,face,9389667,8.411144709044509e-05,40,DET,535
all,over,9313321,8.342754929731067e-05,9539,DET,595
the,small,9261416,8.296259088491654e-05,6702,DET,535
which,can,9251800,8.287645197549391e-05,6181,DET,6
long,time,9250956,8.28688915304489e-05,0,ADJ,13
the,high,9212077,8.25206183753488e-05,7025,DET,535
the,study,9119914,8.169503390060686e-05,79,DET,535
the,edge,8971134,8.036228151459397e-05,623,DET,535
the,court,8943010,8.011035028657793e-05,311,DET,535
the,river,8940901,8.009145813183872e-05,756,DET,535
the,sea,8744458,7.833174663186876e-05,487,DET,535
the,key,8605628,7.708812508495274e-05,1056,DET,535
the,line,8557004,7.665255745477736e-05,102,DET,535
the,phone,8449343,7.568814386000298e-05,374,DET,535
this,point,8406872,7.530769402409525e-05,39,DET,4
the,text,8232441,7.374516323067803e-05,298,DET,535
the,risk,8136610,7.288672127675949e-05,183,DET,535
the,level,8044963,7.2065759064628e-05,78,DET,535
the,fire,7999554,7.165899099703519e-05,280,DET,535
the,dark,7988139,7.155673687358891e-05,3593,DET,535
the,sound,7957644,7.128356652803533e-05,439,DET,535
the,town,7899491,7.076263932341235e-05,323,DET,535
the,life,7866977,7.047138303171439e-05,3,DET,535
the,good,7785608,6.974248984111428e-05,2247,DET,535
third,party,7777516,6.967000273056437e-05,186,ADJ,80
the,years,7662946,6.864369918932566e-05,5,DET,535
the,money,7632123,6.836759066133753e-05,118,DET,535
the,size,7336228,6.57170007483164e-05,258,DET,535
all,right,7334656,6.570291897152643e-05,146,DET,595
these,two,7302407,6.541403651624663e-05,5270,DET,13
The,two,7295442,6.535164492887883e-05,5270,DET,2
other,side,7268255,6.510810722812247e-05,44,ADJ,0
the,State,7220863,6.468357569782322e-05,193,DET,535
the,kind,7207853,6.456703376650162e-05,105,DET,535
the,West,7203109,6.452453761567997e-05,499,DET,535
All,the,7184930,6.436169243739439e-05,20329,DET,3014
the,cost,7159489,6.413379518337804e-05,325,DET,535
the,issue,7077864,6.340260877721927e-05,344,DET,535
the,sky,7068461,6.331837789480443e-05,943,DET,535
young,man,7048975,6.314382477614704e-05,4,ADJ,34
the,game,7035747,6.302533002845125e-05,392,DET,535
every,day,7018732,6.287291181465902e-05,8,DET,21
the,girl,6994009,6.265144631365488e-05,249,DET,535
the,upper,6960101,6.234770274661008e-05,16831,DET,535
some,time,6941264,6.217896328770885e-05,0,DET,8
the,age,6919487,6.198388768137599e-05,164,DET,535
the,model,6889541,6.171563520825096e-05,87,DET,535
the,major,6848287,6.13460871041202e-05,16506,DET,535
the,image,6778729,6.07229953547837e-05,281,DET,535
few,days,6640669,5.948627137029023e-05,66,ADJ,12
The,man,6636439,5.944837956633248e-05,4,DET,2
old,man,6625143,5.934719142980605e-05,4,ADJ,15
the,sense,6590490,5.903677424717059e-05,93,DET,535
the,party,6521735,5.842087567007477e-05,186,DET,535
the,World,6500582,5.8231389776666176e-05,231,DET,535
the,brain,6492213,5.815642133521879e-05,426,DET,535
the,blood,6440900,5.769676598380409e-05,176,DET,535
the,wind,6403135,5.735847189953352e-05,722,DET,535
the,death,6366275,5.7028284690577777e-05,110,DET,535
some,third,6326069,5.666812443764033e-05,1903,DET,8
the,part,6293171,5.637342832260435e-05,9,DET,535
the,boy,6283795,5.628943930276797e-05,352,DET,535
the,dead,6227345,5.578376735633413e-05,5205,DET,535
which,she,6154999,5.5135701056303965e-05,24058,DET,6
the,job,6152144,5.51101263281008e-05,224,DET,535
the,eBook,6107062,5.470628748506926e-05,1876,DET,535
the,enemy,6099820,5.4641414566803996e-05,894,DET,535
last,night,6096764,5.461403930607234e-05,63,ADJ,19
the,event,6095515,5.460285092235054e-05,433,DET,535
the,Great,6093137,5.458154909970006e-05,937,DET,535
the,women,6074026,5.441035518352119e-05,43,DET,535
the,Court,6068780,5.4363362180314956e-05,415,DET,535
the,Holy,6030683,5.402209408211672e-05,1353,DET,535
the,type,6028450,5.4002091151091275e-05,165,DET,535
the,South,5959823,5.338733918177479e-05,334,DET,535
the,order,5948598,5.328678705425097e-05,38,DET,535
the,open,5925385,5.3078847941893684e-05,13728,DET,535
the,news,5895677,5.2812727442608356e-05,381,DET,535
the,mind,5809780,5.204327300181424e-05,76,DET,535
the,price,5802971,5.1982278842677516e-05,390,DET,535
the,north,5802488,5.1977952189885174e-05,2106,DET,535
the,ship,5781750,5.179218381388615e-05,761,DET,535
the,scene,5752559,5.153069453508455e-05,691,DET,535
many,years,5751818,5.152405675098699e-05,5,ADJ,5
same,way,5692342,5.0991278280019776e-05,1,ADJ,6
the,base,5650186,5.0613650174193995e-05,571,DET,535
open,the,5627788,5.0413011728556704e-05,20329,ADJ,48
the,white,5517388,4.942406251887918e-05,11617,DET,535
the,hall,5515622,4.9408242914673645e-05,1165,DET,535
this,one,5488884,4.916872729901823e-05,45,DET,4
the,film,5482508,4.911161189901004e-05,529,DET,535
the,crowd,5472461,4.9021612146205427e-05,1127,DET,535
the,hell,5462651,4.893373540936723e-05,945,DET,535
the,King,5433188,4.866980958903454e-05,378,DET,535
the,black,5383331,4.822319690110979e-05,7858,DET,535
the,site,5372943,4.813014251351804e-05,424,DET,535
next,day,5371367,4.8116024905234957e-05,8,ADJ,22
great,deal,5365781,4.806598622511486e-05,782,ADJ,18
the,Bible,5363426,4.8044890433549725e-05,441,DET,535
the,path,5299186,4.7469436654295345e-05,526,DET,535
the,heat,5294013,4.742309757583826e-05,455,DET,535
few,years,5255479,4.707791488701839e-05,5,ADJ,12
the,baby,5224612,4.6801412212606105e-05,545,DET,535
the,date,5193883,4.652614572470592e-05,438,DET,535
the,self,5178302,4.638657310119156e-05,162,DET,535
the,team,5157245,4.619794716361747e-05,312,DET,535
the,test,5144392,4.608281161840021e-05,285,DET,535
the,wrong,5125436,4.591300617257913e-05,27354,DET,535
the,rate,5115619,4.5825066730628004e-05,143,DET,535
which,will,5112328,4.579558636967647e-05,765,DET,6
the,walls,5093868,4.563022402900032e-05,802,DET,535
the,North,5081868,4.552272954968755e-05,446,DET,535
the,south,5052318,4.525802439437984e-05,2306,DET,535
the,hands,5028816,4.504749645664577e-05,83,DET,535
the,bar,5021287,4.498005262875028e-05,821,DET,535
the,home,5006726,4.4849617035977506e-05,31,DET,535
the,paper,4986774,4.467088954837347e-05,266,DET,535
the,rules,4980807,4.461743791853519e-05,358,DET,535
the,task,4978853,4.459993423415376e-05,488,DET,535
the,cause,4977183,4.4584974585782734e-05,556,DET,535
The,main,4959439,4.442602608237224e-05,21383,DET,2
the,loss,4955289,4.4388850908276575e-05,299,DET,535
the,eyes,4948401,4.4327149077151046e-05,16,DET,535
the,user,4940424,4.425569212202788e-05,762,DET,535
the,start,4873918,4.3659939801929925e-05,1282,DET,535
the,pain,4868200,4.360871868253739e-05,260,DET,535
the,mid,4859202,4.3528115738799364e-05,1308,DET,535
all,about,4857079,4.3509098173834276e-05,25099,DET,595
any,time,4833968,4.330207276455115e-05,0,DET,14
the,range,4794705,4.2950359786113026e-05,283,DET,535
the,space,4783675,4.285155444387804e-05,153,DET,535
the,food,4780903,4.282672321915678e-05,137,DET,535
the,lack,4748496,4.253642541989936e-05,522,DET,535
the,list,4742320,4.248110159454639e-05,398,DET,535
the,stage,4688927,4.200281386671747e-05,372,DET,535
this,study,4652342,4.167509007291265e-05,79,DET,4
the,terms,4640201,4.156633253346795e-05,116,DET,535
The,last,4603306,4.123583179894755e-05,21241,DET,2
the,ways,4596780,4.117737271794795e-05,177,DET,535
the,trees,4591575,4.113074698754604e-05,634,DET,535
the,skin,4538787,4.065787877304914e-05,362,DET,535
some,cases,4536768,4.063979282690477e-05,142,DET,8
the,House,4526341,4.0546389082255246e-05,505,DET,535
the,LORD,4495447,4.026964454526451e-05,2131,DET,535
some,kind,4494771,4.026358902292989e-05,105,DET,8
the,bank,4491367,4.0233096422298164e-05,773,DET,535
the,ones,4440324,3.9775859696668e-05,452,DET,535
there,will,4400544,3.941951549774615e-05,765,DET,12
the,army,4393426,3.9355753355767124e-05,759,DET,535
the,core,4389410,3.931977853669045e-05,865,DET,535
the,cell,4358292,3.9041027436085875e-05,259,DET,535
the,hand,4306214,3.8574519311614985e-05,14,DET,535
the,girls,4300283,3.852139016521464e-05,562,DET,535
the,eye,4294675,3.8471154411882475e-05,365,DET,535
least,one,4289544,3.842519156410299e-05,45,ADJ,27
the,class,4288625,3.8416959278562285e-05,201,DET,535
last,time,4284096,3.837638907049499e-05,0,ADJ,19
many,times,4277889,3.832078755107046e-05,82,ADJ,5
the,media,4257889,3.8141630085549165e-05,391,DET,535
the,view,4247182,3.8045718136382343e-05,141,DET,535
the,music,4234187,3.7929310573159884e-05,341,DET,535
the,set,4230933,3.790016165351957e-05,287,DET,535
the,tree,4228210,3.787576936458885e-05,547,DET,535
the,boat,4206760,3.768362298281726e-05,1074,DET,535
the,soul,4196637,3.759294243164366e-05,589,DET,535
the,post,4188360,3.751879811453768e-05,1609,DET,535
the,son,4165245,3.731173687376144e-05,225,DET,535
the,cold,4162325,3.728557988379533e-05,4424,DET,535
the,title,4150076,3.7175854894036816e-05,786,DET,535
the,beach,4136610,3.705522817250134e-05,1814,DET,535
the,ball,4118887,3.689646778442964e-05,1090,DET,535
The,New,4116358,3.6873813322914474e-05,12,DET,2
the,firm,4099708,3.6724664732868e-05,968,DET,535
the,First,4099315,3.6721144288670506e-05,931,DET,535
the,scope,4091948,3.665515163624574e-05,1361,DET,535
this,kind,4082635,3.657172696242575e-05,105,DET,4
The,fact,4075262,3.650568056276133e-05,49,DET,2
the,glass,4061412,3.6381614017887834e-05,519,DET,535
the,hotel,4056266,3.6335516802009204e-05,1201,DET,535
the,low,4038114,3.617291348630208e-05,17973,DET,535
this,work,4024624,3.6052071775807973e-05,6,DET,4
both,sides,3987685,3.572117689486342e-05,916,DET,17
the,plan,3984938,3.569656961697407e-05,293,DET,535
first,place,3976255,3.5618788403318e-05,18,ADJ,3
the,steps,3972410,3.558434538057154e-05,475,DET,535
the,west,3955181,3.543001018189822e-05,2055,DET,535
the,chief,3947156,3.5358123248857805e-05,2164,DET,535
the,east,3935555,3.525420296098218e-05,7605,DET,535
the,boys,3909524,3.502102056173294e-05,727,DET,535
the,box,3905442,3.498445452302005e-05,507,DET,535
any,one,3900053,3.493618054393534e-05,45,DET,14
this,world,3866268,3.46335387953035e-05,11,DET,4
the,board,3828037,3.429107034208627e-05,725,DET,535
the,chair,3821639,3.423375786886601e-05,593,DET,535
the,focus,3819351,3.4213262254810376e-05,603,DET,535
the,mean,3772748,3.379579848652594e-05,3595,DET,535
the,voice,3756081,3.364649761263377e-05,99,DET,535
the,non,3754434,3.3631743995348094e-05,11621,DET,535
This,means,3753811,3.362616324029711e-05,270,DET,9
the,inner,3745936,3.35556199882481e-05,25555,DET,535
the,thing,3737526,3.3480284273996397e-05,62,DET,535
the,rule,3723954,3.3358708017893644e-05,448,DET,535
the,red,3720531,3.332804521766968e-05,4129,DET,535
the,Roman,3720213,3.332519661396789e-05,1743,DET,535
this,place,3716947,3.329594019984826e-05,18,DET,4
every,time,3704997,3.318889361419929e-05,0,DET,21
